,Dimension_1,Dimension_2,name,year,make,model,body,transmission,state,condition,odometer,color,interior,mmr,sellingprice,income,using_time,region
1528,,,,2013,ford,Focus,sedan,automatic,tn,3.2,47637.0,blue,beige,10250,9500,57290,2,southeast
1529,,,,2014,chrysler,Town and Country,van,automatic,pa,4.0,17148.0,black,black,19650,19700,73100,1,northeast
1530,,,,2013,bmw,3 Series,sedan,automatic,ca,4.2,41941.0,white,black,23400,24250,77030,2,pacific
1531,,,,2010,ford,Fusion,sedan,automatic,tx,2.7,132915.0,beige,gray,5200,6800,68360,5,southwest
1532,,,,2008,bmw,7 Series,sedan,automatic,fl,4.0,79606.0,white,tan,15000,17400,59100,7,southeast
1533,,,,2010,chevrolet,Cobalt,sedan,automatic,nv,2.2,101858.0,white,black,3825,3700,62960,5,mountain west
1534,,,,2007,nissan,Frontier,cab,automatic,ca,1.9,97593.0,gray,gray,11050,9000,77030,8,pacific
1535,,,,2012,nissan,Versa,hatchback,manual,md,3.9,17876.0,black,black,9550,8400,89090,3,northeast
1536,,,,2003,lexus,RX 300,suv,automatic,ga,2.6,106461.0,white,tan,5825,6000,61450,12,southeast
1537,,,,2011,chevrolet,Malibu,sedan,automatic,oh,3.7,68534.0,silver,gray,8725,8700,64520,4,midwest
1538,,,,2009,honda,Civic,sedan,automatic,fl,2.0,126722.0,blue,gray,6475,5000,59100,6,southeast
1539,,,,2008,ford,F-150,cab,automatic,tx,2.7,141381.0,black,black,10650,9200,68360,7,southwest
1540,,,,1997,nissan,Altima,sedan,manual,tx,1.9,180312.0,silver,—,900,550,68360,18,southwest
1541,,,,2013,lexus,ES 350,sedan,automatic,fl,4.2,11483.0,red,beige,28400,29000,59100,2,southeast
1542,,,,2011,chevrolet,Silverado 1500,cab,automatic,pa,3.5,28839.0,—,black,23000,22800,73100,4,northeast
1543,,,,2014,nissan,Altima,sedan,automatic,tn,4.9,4724.0,—,black,16000,16600,57290,1,southeast
1544,,,,2007,chrysler,300,sedan,automatic,mn,2.9,88004.0,blue,gray,6625,5400,83200,8,midwest
1545,,,,2009,kia,Spectra,sedan,automatic,wi,1.9,133406.0,black,gray,2900,2600,67090,6,midwest
1546,,,,2011,chevrolet,Tahoe,suv,automatic,nc,2.7,63600.0,black,tan,20000,19600,61490,4,southeast
1547,,,,2008,buick,Lucerne,sedan,automatic,tx,2.5,96035.0,black,gray,7325,7700,68360,7,southwest
1548,,,,2006,jeep,Commander,suv,automatic,ca,1.9,138568.0,silver,gray,5025,4100,77030,9,pacific
1549,,,,2007,mercedes-benz,S-Class,sedan,automatic,ca,4.4,111193.0,gray,black,17450,16500,77030,8,pacific
1550,,,,2008,chevrolet,HHR,wagon,automatic,mi,1.9,127370.0,gold,black,3225,1700,65610,7,midwest
1551,,,,2007,cadillac,CTS,sedan,automatic,ga,4.1,61590.0,beige,black,8525,9500,61450,8,southeast
1552,,,,2012,dodge,Avenger,sedan,automatic,md,3.3,107779.0,red,black,6750,7000,89090,3,northeast
1553,,,,1998,chevrolet,Cavalier,sedan,automatic,ca,1.9,110947.0,gray,beige,550,600,77030,16,pacific
1554,,,,2002,chevrolet,Venture,van,automatic,ga,3.3,190297.0,black,gray,900,1150,61450,13,southeast
1555,,,,2013,ford,Escape,suv,automatic,ga,5.0,33474.0,white,gray,15200,17600,61450,2,southeast
1556,,,,2014,ford,C-Max Hybrid,wagon,automatic,mo,4.1,27379.0,white,black,17200,18000,71660,1,midwest
1557,,,,2014,toyota,Highlander,suv,automatic,wa,4.1,26239.0,silver,gray,28000,28600,81400,1,pacific
1558,,,,2013,ford,Taurus,sedan,automatic,ms,3.9,53204.0,gray,black,13200,13000,48460,2,southeast
1559,,,,2012,hyundai,Genesis,sedan,automatic,la,3.6,57614.0,white,beige,14800,15100,55590,3,southeast
1560,,,,2012,ford,Expedition,suv,automatic,fl,4.3,35092.0,black,black,30800,33400,59100,3,southeast
1561,,,,2012,honda,Civic,sedan,automatic,pa,3.4,29050.0,burgundy,tan,12350,12700,73100,3,northeast
1562,,,,2001,dodge,Grand Caravan,van,automatic,nc,1.9,187368.0,white,gray,825,700,61490,14,southeast
1563,,,,2013,mercedes-benz,C-Class,sedan,automatic,tx,3.7,15637.0,black,black,23400,22750,68360,2,southwest
1564,,,,2008,chrysler,PT Cruiser,convertible,automatic,ca,2.9,112158.0,white,beige,3100,3400,77030,7,pacific
1565,,,,2013,kia,Forte,hatchback,automatic,tn,4.2,47145.0,black,tan,9100,11000,57290,2,southeast
1566,,,,2010,honda,CR-V,suv,automatic,va,3.6,52630.0,silver,gray,14900,15900,74430,4,southeast
1567,,,,2013,ford,Explorer,suv,automatic,fl,3.7,56538.0,gray,black,21200,21800,59100,2,southeast
1568,,,,2014,ford,F-150,cab,automatic,oh,5.0,6825.0,black,gray,27900,26700,64520,1,midwest
1569,,,,2013,ram,1500,cab,automatic,tx,3.3,35126.0,orange,gray,22300,21700,68360,2,southwest
1570,,,,2013,ford,Explorer,suv,automatic,oh,5.0,46050.0,white,gray,26500,27800,64520,2,midwest
1571,,,,2013,nissan,Altima,coupe,automatic,ga,2.9,58197.0,red,black,10700,11600,61450,2,southeast
1572,,,,2014,dodge,Grand Caravan,van,automatic,mn,4.0,20022.0,black,black,16800,17500,83200,1,midwest
1573,,,,2006,honda,Odyssey,van,automatic,pa,4.1,110685.0,beige,gray,7850,9800,73100,9,northeast
1574,,,,2014,kia,Forte,sedan,automatic,nv,4.1,20258.0,red,gray,11450,11200,62960,1,mountain west
1575,,,,2011,ford,Transit Connect,van,automatic,tn,2.0,93324.0,white,gray,10700,7600,57290,4,southeast
1576,,,,2012,mercedes-benz,Sprinter,van,automatic,tx,3.4,37127.0,gray,black,39300,32300,68360,3,southwest
1577,,,,2003,bmw,7 Series,sedan,automatic,mn,3.2,96637.0,gray,gray,6250,6200,83200,12,midwest
1578,,,,2014,kia,Soul,wagon,automatic,va,4.6,40211.0,green,black,13100,12600,74430,1,southeast
1579,,,,2004,bmw,X5,suv,automatic,ca,3.1,94312.0,gray,black,6575,7900,77030,11,pacific
1580,,,,2013,chevrolet,Volt,hatchback,automatic,az,2.5,69081.0,gray,gray,11450,13000,63250,2,southwest
1581,,,,2011,ford,Focus,sedan,automatic,la,3.3,63179.0,red,black,8225,7000,55590,4,southeast
1582,,,,2007,chevrolet,Silverado 1500 Classic,cab,automatic,va,2.7,50372.0,blue,gray,6975,10100,74430,8,southeast
1583,,,,2010,dodge,Journey,suv,automatic,mi,3.2,60104.0,blue,black,13450,12900,65610,5,midwest
1584,,,,2012,volkswagen,Jetta,sedan,automatic,az,2.4,31979.0,silver,black,12500,9500,63250,3,southwest
1585,,,,2012,nissan,Altima,sedan,automatic,ca,4.3,29614.0,black,black,12400,11750,77030,3,pacific
1586,,,,2014,ford,Focus,sedan,automatic,tx,4.3,13652.0,—,black,10500,10500,68360,1,southwest
1587,,,,2006,dodge,Ram Pickup 1500,cab,automatic,va,2.8,125394.0,gray,gray,10100,9800,74430,8,southeast
1588,,,,2011,ford,Transit Connect,van,automatic,tn,4.9,50133.0,white,gray,11250,14500,57290,4,southeast
1589,,,,2010,nissan,Murano,suv,automatic,tx,3.3,72260.0,gray,black,11800,12100,68360,5,southwest
1590,,,,2011,hyundai,Sonata,sedan,automatic,fl,3.9,158297.0,black,black,8075,8300,59100,4,southeast
1591,,,,2013,nissan,Rogue,suv,automatic,nj,2.6,6722.0,white,gray,19250,16800,82750,2,northeast
1592,,,,2013,ford,Explorer,suv,automatic,va,3.5,23414.0,silver,gray,22300,21700,74430,2,southeast
1593,,,,2012,ford,Focus,sedan,automatic,mo,3.7,19511.0,silver,black,10550,10500,71660,3,midwest
1594,,,,2014,hyundai,Tucson,suv,automatic,tx,4.6,18930.0,brown,gray,15850,15400,68360,0,southwest
1595,,,,2006,toyota,Prius,hatchback,automatic,fl,2.4,76630.0,beige,beige,5375,4100,59100,9,southeast
1596,,,,2013,ford,Escape,suv,automatic,tn,4.8,26774.0,—,gray,16200,16800,57290,2,southeast
1597,,,,2013,chevrolet,Malibu,sedan,automatic,tx,3.8,37010.0,white,black,13250,13600,68360,2,southwest
1598,,,,2011,ford,Explorer,suv,automatic,fl,3.7,69134.0,black,black,21100,20400,59100,4,southeast
1599,,,,2013,ford,Escape,suv,automatic,fl,4.4,15522.0,—,gray,18850,18000,59100,2,southeast
1600,,,,2014,ford,Mustang,convertible,automatic,ca,3.4,52889.0,red,black,14100,14200,77030,1,pacific
1601,,,,2011,ford,F-350 Super Duty,cab,automatic,tx,2.9,141379.0,white,beige,26000,23900,68360,4,southwest
1602,,,,2014,mini,Cooper Countryman,wagon,automatic,fl,2.7,27837.0,silver,black,18650,18200,59100,1,southeast
1603,,,,2013,ford,Fusion,sedan,automatic,mo,4.6,17416.0,burgundy,black,15050,16200,71660,2,midwest
1604,,,,2007,chevrolet,Silverado 1500,cab,automatic,ms,1.9,138793.0,gray,gray,9625,4300,48460,8,southeast
1605,,,,2014,dodge,Grand Caravan,van,automatic,fl,4.0,13018.0,gold,tan,17250,16600,59100,1,southeast
1606,,,,2014,hyundai,Elantra,sedan,automatic,ca,1.0,19468.0,red,black,12300,7400,77030,1,pacific
1607,,,,2006,jeep,Grand Cherokee,suv,automatic,nv,3.2,64906.0,green,gray,9050,9200,62960,9,mountain west
1608,,,,2013,ford,Escape,suv,automatic,ny,4.8,29230.0,silver,gray,17000,17200,70210,2,northeast
1609,,,,2007,cadillac,Escalade ESV,suv,automatic,nv,3.9,189687.0,black,black,11700,14250,62960,8,mountain west
1610,,,,2014,chevrolet,Cruze,sedan,automatic,wi,3.5,35550.0,red,beige,12500,12600,67090,1,midwest
1611,,,,2012,bmw,5 Series,sedan,automatic,ca,4.9,33949.0,gray,black,28500,28500,77030,3,pacific
1612,,,,2013,nissan,Maxima,sedan,automatic,ca,3.7,53848.0,gray,black,13550,14200,77030,2,pacific
1613,,,,2004,jaguar,X-Type,sedan,automatic,ca,1.9,98799.0,blue,beige,2600,2700,77030,11,pacific
1614,,,,2004,kia,Rio,wagon,automatic,ca,4.1,70619.0,red,gray,1700,4200,77030,11,pacific
1615,,,,2007,hyundai,Tiburon,hatchback,manual,ne,2.7,86396.0,blue,black,5050,5400,73200,8,midwest
1616,,,,2004,ford,Explorer,suv,automatic,va,2.0,176613.0,blue,gray,1825,900,74430,11,southeast
1617,,,,2006,volkswagen,Passat,sedan,automatic,ga,2.0,135286.0,black,tan,2500,3800,61450,9,southeast
1618,,,,2005,nissan,Murano,suv,automatic,ma,1.9,105667.0,silver,black,5550,4900,82150,10,northeast
1619,,,,2010,toyota,Corolla,sedan,automatic,mn,3.5,65348.0,red,black,9100,9600,83200,5,midwest
1620,,,,2011,toyota,Tundra,cab,automatic,nv,3.6,66899.0,gray,gray,31300,32000,62960,4,mountain west
1621,,,,2014,gmc,Savana Cargo,van,automatic,fl,2.9,11911.0,white,gray,19600,19200,59100,1,southeast
1622,,,,2013,chevrolet,Cruze,sedan,automatic,fl,4.1,55645.0,white,black,9650,9900,59100,2,southeast
1623,,,,2004,mercedes-benz,C-Class,sedan,automatic,fl,1.9,57029.0,blue,beige,4775,4900,59100,10,southeast
1624,,,,2006,volkswagen,Jetta,sedan,manual,fl,2.5,175814.0,black,black,2575,2600,59100,9,southeast
1625,,,,2014,dodge,Avenger,sedan,automatic,in,4.5,9894.0,black,black,12150,12700,62930,1,midwest
1626,,,,2005,ford,Mustang,coupe,automatic,tx,3.7,12349.0,silver,black,6725,6500,68360,10,southwest
1627,,,,2009,ford,Ranger,cab,manual,nc,2.7,97371.0,gray,black,6950,7300,61490,6,southeast
1628,,,,2014,nissan,NV Cargo,van,automatic,pa,4.7,16445.0,white,gray,22000,22100,73100,1,northeast
1629,,,,2013,chrysler,200,sedan,automatic,nj,2.7,25997.0,gray,black,11400,9000,82750,2,northeast
1630,,,,2014,kia,Sorento,suv,automatic,fl,4.9,10909.0,white,beige,17950,19400,59100,1,southeast
1631,,,,2015,kia,Sorento,suv,automatic,co,4.4,16130.0,black,black,20800,21500,80610,0,mountain west
1632,,,,2014,dodge,Journey,suv,automatic,fl,4.8,23951.0,white,black,15800,15900,59100,1,southeast
1633,,,,2013,dodge,Avenger,sedan,automatic,nj,2.9,52804.0,white,black,9500,9000,82750,2,northeast
1634,,,,2011,ford,Taurus,sedan,automatic,tx,4.3,53703.0,white,beige,11850,13500,68360,4,southwest
1635,,,,2014,ford,E-Series Van,van,automatic,ca,4.3,6810.0,white,gray,22800,22100,77030,1,pacific
1636,,,,2011,infiniti,G Sedan,sedan,automatic,ca,4.0,37461.0,gray,black,19000,21500,77030,4,pacific
1637,,,,2013,dodge,Dart,sedan,automatic,ca,3.6,27118.0,gray,black,11750,13200,77030,2,pacific
1638,,,,2014,chrysler,Town and Country,van,automatic,mn,4.0,28800.0,gray,black,18400,19200,83200,1,midwest
1639,,,,2012,ford,Escape,suv,automatic,nj,3.9,89405.0,white,gray,9400,9200,82750,3,northeast
1640,,,,2010,chrysler,Sebring,sedan,automatic,tn,2.1,70854.0,white,black,7300,5800,57290,5,southeast
1641,,,,2008,land rover,Range Rover Sport,suv,automatic,tx,2.0,94177.0,white,tan,19400,15700,68360,7,southwest
1642,,,,2011,nissan,Maxima,sedan,automatic,ca,3.2,32620.0,black,black,16850,19500,77030,4,pacific
1643,,,,2013,toyota,Sienna,van,automatic,nj,2.7,26411.0,gray,gray,25500,23300,82750,2,northeast
1644,,,,2008,nissan,Rogue,suv,automatic,fl,2.3,130420.0,gray,gray,6500,5100,59100,7,southeast
1645,,,,2013,volkswagen,Passat,sedan,automatic,il,4.2,60123.0,gray,black,10750,11300,73130,1,midwest
1646,,,,2012,ford,Fusion,sedan,automatic,nv,4.1,51960.0,black,beige,13000,11500,62960,3,mountain west
1647,,,,2006,honda,Odyssey,van,automatic,tn,2.9,169725.0,silver,gray,5100,4700,57290,9,southeast
1648,,,,2011,kia,Sorento,suv,automatic,fl,4.4,101311.0,burgundy,gray,10000,11100,59100,4,southeast
1649,,,,2014,kia,Optima,sedan,automatic,wi,4.9,8320.0,black,beige,15900,15000,67090,1,midwest
1650,,,,2014,ford,Escape,suv,automatic,mi,4.9,30860.0,black,tan,18800,20400,65610,1,midwest
1651,,,,2008,pontiac,G6,sedan,automatic,tx,2.9,139273.0,blue,black,3400,3600,68360,7,southwest
1652,,,,2013,bmw,5 Series,sedan,automatic,ca,3.9,17580.0,black,black,32500,32250,77030,2,pacific
1653,,,,2012,nissan,Altima,sedan,automatic,tn,4.3,34377.0,white,beige,12000,14600,57290,3,southeast
1654,,,,2001,honda,Accord,sedan,automatic,ma,1.9,141276.0,red,tan,2475,1900,82150,14,northeast
1655,,,,2014,ford,E-Series Wagon,van,automatic,ca,1.0,23204.0,white,gray,23700,15750,77030,1,pacific
1656,,,,2012,lexus,IS 250,sedan,automatic,oh,3.7,36052.0,black,gray,20700,20500,64520,3,midwest
1657,,,,2005,nissan,Xterra,suv,automatic,ga,2.3,135550.0,brown,tan,4250,4400,61450,10,southeast
1658,,,,2009,toyota,Corolla,sedan,manual,fl,1.0,144480.0,blue,gray,5300,1900,59100,6,southeast
1659,,,,2009,audi,Q7,suv,automatic,ca,3.4,109498.0,white,beige,13000,16000,77030,6,pacific
1660,,,,2014,toyota,Venza,wagon,automatic,fl,5.0,6906.0,gray,black,18500,22200,59100,1,southeast
1661,,,,2013,infiniti,G Sedan,sedan,automatic,ca,3.9,18252.0,black,beige,21700,21500,77030,2,pacific
1662,,,,2013,ford,Focus,hatchback,automatic,wa,2.3,26412.0,blue,black,11850,6900,81400,2,pacific
1663,,,,2012,land rover,Range Rover,suv,automatic,ca,4.7,62228.0,silver,black,39800,41000,77030,3,pacific
1664,,,,2011,honda,Accord,sedan,automatic,ca,1.9,60400.0,black,beige,11450,11200,77030,4,pacific
1665,,,,2012,ford,F-150,cab,automatic,mo,5.0,25665.0,red,tan,32400,33300,71660,3,midwest
1666,,,,2006,chevrolet,Equinox,suv,automatic,tx,3.6,127886.0,white,gray,4000,3700,68360,8,southwest
1667,,,,2014,ram,1500,cab,automatic,oh,4.4,23481.0,black,gray,20300,21000,64520,0,midwest
1668,,,,2001,honda,Civic,coupe,automatic,fl,1.9,144626.0,white,beige,1650,1400,59100,14,southeast
1669,,,,2011,nissan,Maxima,sedan,automatic,tx,1.9,30776.0,blue,black,16900,13800,68360,4,southwest
1670,,,,2013,ford,C-Max Energi,wagon,automatic,nc,4.8,112851.0,blue,beige,6275,9100,61490,2,southeast
1671,,,,2009,toyota,Camry Hybrid,sedan,automatic,ma,3.6,77764.0,gray,tan,10400,10900,82150,6,northeast
1672,,,,2004,ford,Thunderbird,convertible,automatic,nv,3.5,49127.0,red,black,13650,13800,62960,11,mountain west
1673,,,,2008,ford,F-150,cab,automatic,ca,2.9,98349.0,gold,tan,9950,9800,77030,7,pacific
1674,,,,2009,toyota,Camry,sedan,automatic,nj,3.5,83227.0,red,beige,9800,10400,82750,6,northeast
1675,,,,2008,audi,A6,sedan,automatic,ca,2.9,94350.0,blue,tan,11100,9800,77030,7,pacific
1676,,,,2002,gmc,Envoy,suv,automatic,fl,1.9,1.0,green,tan,4625,900,59100,13,southeast
1677,,,,2006,ford,F-350 Super Duty,cab,automatic,ga,3.4,285584.0,gray,gray,5425,5500,61450,9,southeast
1678,,,,2005,jeep,Liberty,suv,automatic,ma,2.8,149490.0,brown,tan,2750,2800,82150,10,northeast
1679,,,,2013,infiniti,G Sedan,sedan,automatic,ca,4.3,36709.0,white,beige,19750,31000,77030,2,pacific
1680,,,,2010,ford,F-150,cab,automatic,tx,2.3,217731.0,white,tan,13950,11200,68360,5,southwest
1681,,,,2013,ford,Explorer,suv,automatic,mn,4.7,30408.0,—,gray,25800,28800,83200,2,midwest
1682,,,,2001,bmw,7 Series,sedan,automatic,in,3.3,95326.0,black,tan,3475,2800,62930,14,midwest
1683,,,,2013,ford,Fusion,sedan,automatic,fl,4.0,54289.0,gray,black,11800,11200,59100,2,southeast
1684,,,,2012,ford,Fusion,sedan,automatic,tn,4.4,18629.0,blue,tan,14100,13800,57290,3,southeast
1685,,,,2014,dodge,Grand Caravan,van,automatic,fl,4.0,28397.0,black,black,16400,17000,59100,1,southeast
1686,,,,2012,nissan,Altima,sedan,automatic,mo,4.3,42698.0,red,black,11800,11000,71660,3,midwest
1687,,,,2012,toyota,Camry,sedan,automatic,pa,2.6,34276.0,black,gray,12700,12400,73100,3,northeast
1688,,,,2012,toyota,Camry,sedan,automatic,fl,4.0,38764.0,black,black,13450,13900,59100,3,southeast
1689,,,,2008,scion,xB,wagon,automatic,ca,3.5,148155.0,white,black,3825,6100,77030,7,pacific
1690,,,,2005,lincoln,Navigator,suv,automatic,tx,2.8,161171.0,green,tan,4100,3900,68360,10,southwest
1691,,,,2003,ford,Econoline Cargo,van,automatic,tn,2.4,216612.0,blue,gray,1700,2000,57290,11,southeast
1692,,,,2012,mercedes-benz,GL-Class,suv,automatic,oh,3.6,47720.0,—,gray,37500,38250,64520,3,midwest
1693,,,,2010,chevrolet,Malibu,sedan,automatic,fl,2.8,98340.0,gray,—,7000,6500,59100,4,southeast
1694,,,,2013,ford,Focus,sedan,manual,la,4.6,29742.0,gray,black,9450,9600,55590,2,southeast
1695,,,,2013,ford,Escape,suv,automatic,il,4.6,19527.0,red,black,19300,20600,73130,2,midwest
1696,,,,2011,infiniti,G Sedan,sedan,automatic,mo,3.6,42686.0,black,gray,17750,17500,71660,4,midwest
1697,,,,2011,ford,Ranger,cab,automatic,la,3.5,23334.0,white,gray,12100,11200,55590,4,southeast
1698,,,,2012,mazda,Mazda3,sedan,automatic,mi,2.9,46665.0,gray,black,9225,9200,65610,3,midwest
1699,,,,2011,ford,F-150,cab,automatic,tx,3.7,70268.0,silver,black,24600,26700,68360,4,southwest
1700,,,,2013,dodge,Grand Caravan,van,automatic,il,2.9,60116.0,gray,black,12150,12600,73130,2,midwest
1701,,,,2012,honda,Civic,sedan,automatic,nj,3.7,17154.0,gray,gray,12900,12700,82750,3,northeast
1702,,,,2013,kia,Forte,sedan,automatic,ca,2.8,39146.0,white,gray,9125,7500,77030,2,pacific
1703,,,,2014,chevrolet,Impala Limited,sedan,automatic,mi,4.0,23325.0,silver,beige,14850,14400,65610,1,midwest
1704,,,,2014,chevrolet,Malibu,sedan,automatic,fl,4.0,26348.0,silver,gray,13750,14000,59100,1,southeast
1705,,,,1999,ford,Explorer,suv,automatic,wi,1.0,169714.0,white,gray,750,300,67090,16,midwest
1706,,,,2012,lexus,IS 250,sedan,automatic,fl,4.6,26019.0,blue,gray,21800,21600,59100,3,southeast
1707,,,,2013,dodge,Journey,suv,automatic,tx,4.7,24338.0,blue,black,14750,15600,68360,2,southwest
1708,,,,2004,honda,Accord,sedan,automatic,md,2.5,197678.0,black,tan,3225,2900,89090,11,northeast
1709,,,,2013,ford,Fusion,sedan,automatic,mi,4.7,44450.0,gray,black,13050,13500,65610,2,midwest
1710,,,,2011,lexus,RX 350,suv,automatic,az,3.5,41375.0,burgundy,black,24500,26500,63250,4,southwest
1711,,,,2008,chevrolet,Silverado 1500,cab,automatic,ny,2.5,71402.0,blue,tan,17100,15600,70210,7,northeast
1712,,,,2014,toyota,Camry,sedan,automatic,fl,4.8,14027.0,black,black,16700,17300,59100,1,southeast
1713,,,,2006,subaru,Impreza,sedan,manual,nv,2.9,44583.0,blue,blue,17400,20100,62960,9,mountain west
1714,,,,2012,acura,TSX,sedan,automatic,fl,4.1,32426.0,silver,black,17250,16500,59100,3,southeast
1715,,,,2011,mini,Cooper,hatchback,manual,tx,4.3,75968.0,blue,black,10500,10600,68360,3,southwest
1716,,,,2011,ram,Dakota,cab,automatic,pa,4.2,43944.0,silver,gray,19100,18300,73100,4,northeast
1717,,,,2013,ford,Fusion,sedan,automatic,ca,2.0,26128.0,black,black,18350,14000,77030,2,pacific
1718,,,,2013,ford,Escape,suv,automatic,md,4.8,18502.0,white,gray,22300,23100,89090,2,northeast
1719,,,,1999,mercedes-benz,CLK-Class,convertible,automatic,ca,2.7,169479.0,blue,gray,1800,1900,77030,16,pacific
1720,,,,2011,acura,TSX,sedan,automatic,wa,4.5,35362.0,white,black,16200,19900,81400,4,pacific
1721,,,,2005,lincoln,Navigator,suv,automatic,oh,2.0,170122.0,black,gray,5400,3600,64520,10,midwest
1722,,,,2013,nissan,Sentra,sedan,automatic,il,4.3,19642.0,green,gray,12400,14000,73130,2,midwest
1723,,,,2012,chevrolet,Equinox,suv,automatic,ca,3.9,88104.0,black,gray,10050,11500,77030,3,pacific
1724,,,,2014,toyota,Camry,sedan,automatic,va,4.4,32803.0,white,black,15550,16000,74430,1,southeast
1725,,,,2011,chevrolet,Cruze,sedan,automatic,ga,3.7,43896.0,red,black,11250,12000,61450,3,southeast
1726,,,,2012,fiat,500,hatchback,manual,tx,3.7,36129.0,black,black,7400,6200,68360,3,southwest
1727,,,,2006,dodge,Durango,suv,automatic,ut,2.4,101370.0,white,gray,4650,5900,80200,9,mountain west
1728,,,,2013,ford,Edge,suv,automatic,nj,4.7,17401.0,blue,black,18050,18000,82750,2,northeast
1729,,,,2012,kia,Optima,sedan,automatic,fl,3.7,35078.0,black,gray,14250,14800,59100,3,southeast
1730,,,,2006,buick,Terraza,van,automatic,fl,3.2,66672.0,gray,gray,5500,6900,59100,9,southeast
1731,,,,2005,bmw,5 Series,sedan,automatic,ca,2.4,133721.0,silver,black,5550,6900,77030,10,pacific
1732,,,,2005,honda,Element,suv,automatic,ca,2.3,186768.0,green,gray,3950,3900,77030,10,pacific
1733,,,,2009,honda,Accord,sedan,automatic,fl,3.5,126416.0,gray,gray,8350,7700,59100,6,southeast
1734,,,,2001,cadillac,DeVille,sedan,automatic,fl,3.3,174125.0,silver,beige,875,1800,59100,14,southeast
1735,,,,2014,dodge,Challenger,coupe,automatic,ca,1.0,19062.0,gray,black,18100,15700,77030,0,pacific
1736,,,,2012,nissan,Maxima,sedan,automatic,tx,2.3,23735.0,white,black,17700,16200,68360,3,southwest
1737,,,,2013,dodge,Avenger,sedan,automatic,tn,3.5,51996.0,white,black,9450,8100,57290,2,southeast
1738,,,,2011,infiniti,EX,suv,automatic,tn,2.8,39123.0,gray,black,22200,20800,57290,4,southeast
1739,,,,2014,nissan,Altima,sedan,automatic,tn,4.1,52096.0,gray,black,13650,13200,57290,1,southeast
1740,,,,2011,lincoln,MKZ,sedan,automatic,il,2.7,35669.0,white,tan,14050,13700,73130,4,midwest
1741,,,,2013,mercedes-benz,E-Class,convertible,automatic,fl,2.5,33536.0,silver,black,32200,31000,59100,2,southeast
1742,,,,2015,ford,Explorer,suv,automatic,sc,3.0,13921.0,black,beige,32300,28200,56120,0,southeast
1743,,,,2007,chevrolet,Avalanche,cab,automatic,fl,2.9,92717.0,blue,black,15500,14200,59100,8,southeast
1744,,,,2012,honda,Crosstour,hatchback,automatic,ca,4.2,24209.0,gray,black,17000,17600,77030,3,pacific
1745,,,,2014,toyota,4Runner,suv,automatic,fl,4.2,15991.0,gray,black,39000,40200,59100,1,southeast
1746,,,,2006,lincoln,Mark LT,cab,automatic,mi,3.0,98904.0,silver,black,13550,12900,65610,8,midwest
1747,,,,2003,audi,A4,sedan,automatic,ca,3.9,144760.0,blue,beige,2200,1900,77030,12,pacific
1748,,,,2011,nissan,Rogue,suv,automatic,tx,4.6,20678.0,gray,gray,14350,14800,68360,4,southwest
1749,,,,2013,hyundai,Elantra,sedan,automatic,la,2.2,52529.0,white,beige,9400,9100,55590,2,southeast
1750,,,,2008,ford,F-350 Super Duty,cab,automatic,fl,4.0,107293.0,blue,brown,22800,26200,59100,7,southeast
1751,,,,2007,jeep,Grand Cherokee,suv,automatic,in,4.5,67835.0,gray,gray,9250,10100,62930,7,midwest
1752,,,,2013,chevrolet,Impala,sedan,automatic,ne,3.6,53690.0,red,black,12100,12500,73200,2,midwest
1753,,,,2013,kia,Sportage,suv,automatic,oh,4.7,19170.0,black,black,16450,16800,64520,1,midwest
1754,,,,2014,nissan,Altima,sedan,automatic,ca,4.2,13575.0,silver,black,15850,14750,77030,1,pacific
1755,,,,2014,honda,Civic,sedan,automatic,il,4.3,16154.0,white,gray,14050,15000,73130,1,midwest
1756,,,,2012,chevrolet,Express Cargo,van,automatic,tn,2.3,247415.0,white,gray,6375,6700,57290,3,southeast
1757,,,,2002,honda,Odyssey,van,automatic,nc,2.3,160009.0,green,gray,1975,2400,61490,13,southeast
1758,,,,2013,bmw,5 Series,sedan,automatic,ca,4.2,20120.0,white,gray,39000,41250,77030,2,pacific
1759,,,,2006,dodge,Dakota,cab,automatic,nv,2.0,212705.0,white,—,3325,4200,62960,9,mountain west
1760,,,,2009,dodge,Journey,suv,automatic,tx,1.9,134223.0,red,tan,5075,5400,68360,6,southwest
1761,,,,2000,toyota,Camry Solara,coupe,automatic,md,2.0,165208.0,black,black,1775,750,89090,15,northeast
1762,,,,2003,gmc,Yukon,suv,automatic,mi,2.2,140477.0,black,gray,5250,4000,65610,12,midwest
1763,,,,2013,ford,Fusion,sedan,automatic,il,4.7,23670.0,black,black,14450,16900,73130,2,midwest
1764,,,,2014,ford,F-350 Super Duty,cab,automatic,tx,4.0,42759.0,white,gray,34500,35500,68360,1,southwest
1765,,,,2013,toyota,Yaris,hatchback,automatic,fl,2.0,22010.0,silver,black,10150,10400,59100,2,southeast
1766,,,,2014,subaru,Impreza,sedan,automatic,ca,4.9,6939.0,gray,gray,17250,16600,77030,1,pacific
1767,,,,2011,nissan,Titan,cab,automatic,fl,2.3,64020.0,black,black,16900,17500,59100,4,southeast
1768,,,,2004,cadillac,CTS,sedan,automatic,ut,2.0,133534.0,gray,gray,3225,500,80200,11,mountain west
1769,,,,2011,ram,1500,cab,automatic,ma,2.9,143135.0,white,black,13950,12100,82150,4,northeast
